Date,Agent Name,Call Type,Client Name ,Number,Problem Type,escalation ,Pod time/ ticket,Ticket,Ticket Status,Department,Outbound Type ,Call Source,Remarks
27/12/2024,Yagesh KC,OUT,Prabhu-Bank-Syafrubesi-dia-fiber,9860269530,Intranet / VPN,27-12-2024 10:29:54,,65159,OPEN,Operation,Client Follow up,NGUCC Panel,
27/12/2024,Rebika Shrestha,OUT,Nic-Asia-Bank-Chabhail,9801982262,Intranet / VPN,27-12-2024 08:17:58,,65121,already opened,CORPORATE,Client Follow up,NGUCC Panel,Call is not recevable
27/12/2024,Nikita Shrestha ,OUT,Global-IME-BOK-Janakpur-FTTx,9814839846,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Rebika Shrestha,OUT,RBB-Amarsinghchowk-PKR-F/L,9856031079,Intranet / VPN,27-12-2024 08:45:38,,65137,already opened,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Rebika Shrestha,OUT,RBB-Tokha-FTTx,9851254163,Intranet / VPN,27-12-2024 08:43:16,,65133,already opened,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Nikita Shrestha ,IN,Home,9845905641,General Inquries ,,,,Not Opened,,,NGUCC Panel,
27/12/2024,Yagesh KC,OUT,Prime-Commercial-Bank-Labani-Suddhodhan-Kapilvastu-FTTX,9817537781,Intranet / VPN,26-12-2024 08:50:04,,65032,already opened,CORPORATE,Client Follow up,X-Lite,
27/12/2024,Nikita Shrestha ,,Muktinath-Bank-Lahan-FTTx,9802306818,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,X-Lite,
27/12/2024,Rebika Shrestha,OUT,Mega-bank-Tarapatti-Mithila-bihari-FTTX,9854051648,Intranet / VPN,26-12-2024 08:34:15,,65024,already opened,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Nikita Shrestha ,OUT,Backup-Prime-Bank-Talchowk-Lekhnath-SM,9856031460,Wireless,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Ruksana Shrestha ,OUT, Nic-Asia-Bank-Chabhail,9801982262,Intranet / VPN,27-12-2024 08:17:58,,65121,already opened,CORPORATE,Client Follow up,X-Lite,
27/12/2024,Nikita Shrestha ,OUT,Backup-Prime-Bank-Talchowk-Lekhnath-SM,9856042317,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Rebika Shrestha,OUT,Mahuli-Laghubitta-Num-Branch-sankhuwasabha-FTTX,9765738764,Intranet / VPN,27-12-2024 10:26:31,,65158,already opened,CORPORATE,Client Follow up,NGUCC Panel,Call is not reachable
27/12/2024,Rebika Shrestha,OUT,Prime-Commercial-Bank-Rajgadh-FTTx,9826911002,Intranet / VPN,27-12-2024 08:29:47,,65128,Not Opened,Operation,Client Follow up,NGUCC Panel,"As per the client, there is red light i LOS."
27/12/2024,Nikita Shrestha ,IN,Mahuli-Laghubitta-Num-Branch-sankhuwasabha-FTTX,9765738764,Intranet / VPN,,,65158,already opened,L2 Enterprise,Client Follow up,NGUCC Panel,
27/12/2024,Bipul Shrestha,IN,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,26-12-2024 14:36:18,,65170,CLOSED,Operation,,,
27/12/2024,Yagesh KC,OUT,CUID-124156-Nepal-Bank-Birauta-FTTx,9856088255,Intranet / VPN,27-12-2024 12:19:02,,65169,already opened,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Yagesh KC,OUT,Prime-Commercial-Bank-Labani-Suddhodhan-Kapilvastu-FTTX,9817537781,Intranet / VPN,6-12-2024 08:50:04,,65032,already opened,CORPORATE,Client Follow up,NGUCC Panel,call not received by branch 
27/12/2024,Yagesh KC,OUT,Prabhu-Bank-Custom-Counter-Birtamod-Bhadrapur,9825915197,Intranet / VPN,26-12-2024 08:38:43,,65027,already opened,CORPORATE,Client Follow up,NGUCC Panel,call not reachbale.
27/12/2024,Yagesh KC,OUT,Prabhu-Bank-Custom-Counter-Birtamod-Bhadrapur,9825915197,Intranet / VPN,26-12-2024 08:38:43,,65027,already opened,L2 Enterprise,Client Follow up,X-Lite,
27/12/2024,Yagesh KC,OUT,"American Life Insurance Company, Nepalgunj",81535015,Intranet / VPN,27-12-2024 09:12:23,,65146,already opened,Operation,Client Follow up,NGUCC Panel,
27/12/2024,Yagesh KC,OUT,CUID-1169-FCGO-Tripureshwor-Intranet,9854040607,Intranet / VPN,27-12-2024 13:15:29,,65172,OPEN,Operation,Client Follow up,NGUCC Panel,
27/12/2024,Yagesh KC,OUT,Prime-Commercial-Bank-Mangalbare-Ilam-FTTx,9851012166,Intranet / VPN,27-12-2024 08:33:11,,65129,OPEN,L2 Enterprise,Client Follow up,NGUCC Panel,
27/12/2024,Yagesh KC,OUT,"American Life Insurance Company, Nepalgunj",81535015,Intranet / VPN,27-12-2024 13:39:06,,65146,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Rebika Shrestha,IN,Global-Ime-Jogbuda-EXT-CounterFTTx,9806468191,Intranet / VPN,27-12-2024 13:53:15,,65173,OPEN,L2 Enterprise,,,
27/12/2024,Hari Dahal,OUT,RBB-Kalaiya-Primary-F/L-TEST,9855025855,General Inquries ,,,65177,CLOSED,CORPORATE,,,
27/12/2024,Hari Dahal,OUT,RBB-Kalaiya-Primary-F/L-TEST,9849978453,Internal Issues,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Yagesh KC,OUT,Global-Ime-Jogbuda-EXT-CounterFTTx,9806468191,Intranet / VPN,27-12-2024 13:53:15,,65173,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Hari Dahal,OUT,Nabil-Bank-Limited-Panchankhapan-Sankhuwasbha-FTTx,9704801122,General Inquries ,,,,opened via VMDS,,Client Follow up,X-Lite,
27/12/2024,Nikita Shrestha ,IN,Nic-Asia-Laghubitta-katari-DIA,9802269269,Intranet / VPN,27-12-2024 14:56:42,,65181,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Rebika Shrestha,IN,Home User,71535832,,,,,Not Opened,Trasnfered,,,
27/12/2024,Nikita Shrestha ,OUT,Nic-Asia-Laghubitta-katari-DIA,9802269269,Intranet / VPN,,,,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
27/12/2024,Hari Dahal,IN,Nepal-Police-School-Sanga,9851283653,No Internet ,2024 15:27:25,,65189,CLOSED,L2 Enterprise,,,
27/12/2024,Nitesh Pokhrel,IN,Sadhana-Laghubitta-Bittiya-Sanstha-FTTX-vlan374-hetauda,9802846823,Intranet / VPN,27-12-2024 15:59:13,27-12-2024 14:55:47,65192,CLOSED,CORPORATE,,,link is up now
27/12/2024,Hari Dahal,OUT,,9843285689,General Inquries ,,,,,,,,
27/12/2024,Gaurab Sapkota,IN,NIC-ASIA-Laghubitta-Bittiya-Sanstha,9802269269,Intranet / VPN,27-12-2024 17:08:06,,,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,
27/12/2024,Gaurab Sapkota,OUT,S0-451-Nepal-Police-School-Sanga,9851283653,Intranet / VPN,27-12-2024 16:28:08,,,,,,,
27/12/2024,Hari Dahal,IN,CUID-1246-Hotel-Mirage-Regency-Battisputali,9801193571,No Internet ,,,,,,,,
27/12/2024,Hari Dahal,OUT,CUID-1246-Hotel-Mirage-Regency-Battisputali,9801001776,No Internet ,,,,,,,,
28/12/2024,Nirajan Chaudhary,IN,SO-2709-Nepal-Red-Cross-Society-Bhrikutimandap,,Intranet / VPN,28-12-2024 07:28:08,,65207,OPEN,Operation,,,
28/12/2024,Bipul Shrestha,IN,Jalpa-laghubitta-Bittiya-Sanstha-Madhuban-SM,9742964995,Wireless,28-12-2024 10:10:53,,65208,CLOSED,L2 Enterprise,,,link is fine and mac reachable to HO
28/12/2024,Anmol Shrestha,OUT,Nepal-SBI-Bank-Khanikhola-Gaupalika-Internet-Intranet-FTTX,9851366438,General Inquries ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
28/12/2024,Anmol Shrestha,IN,bijayakharka_youbaraj,9851211183,General Inquries ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,Wifi Password change
28/12/2024,Gaurab Sapkota,IN,Jalpa-Laghubitta-Chebetar-Gorkha-Ftth,9824198890,Intranet / VPN,,,,Not Opened,CORPORATE,,NGUCC Panel,
28/12/2024,Hari Dahal,IN,New connection,9846062807,General Inquries ,,,,Not Opened,,,,
28/12/2024,Hari Dahal,IN,,9860662875,General Inquries ,,,,,,,,
29/12/2024,Kshitiz Kamu Magar,IN,Shreejana-dev-center-Damauli,9856019002,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,LAN unplugged.
29/12/2024,Yagesh KC,IN,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,27-12-2024 12:31:31,,65170,already opened,Operation,,NGUCC Panel,
29/12/2024,Yagesh KC,IN,Annapurna-Hotel-Durbarmarga-Internet-Secondary,9802856233,Intranet / VPN,29-12-2024 09:12:33,,65272,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,
29/12/2024,Kshitiz Kamu Magar,IN,NIBL-Pauwadhunga-Bhojpur-UTP,9825320988,Intranet / VPN,29-12-2024 10:06:59,,65279,CLOSED,L2 Enterprise,Client Follow up,,
29/12/2024,Yagesh KC,OUT,NIC-Asia-Laghubitta-Baddichaur-SM,9802269076,,,,,Not Opened,,Client Follow up,X-Lite,
29/12/2024,Yagesh KC,OUT,NIC-Asia-Laghubitta-Baddichaur-SM,9802269076,Wireless,29-12-2024 09:53:58,,65285,OPEN,L2 Enterprise,Client Follow up,X-Lite,
29/12/2024,Yagesh KC,IN,,23532454,General Inquries ,,,,Not Opened,,,NGUCC Panel,
29/12/2024,Yagesh KC,IN,,23532454,General Inquries ,,,,Not Opened,,,NGUCC Panel,
29/12/2024,Yagesh KC,OUT,Muktinath-Bank-Lahan-FTTX,9802306818,Intranet / VPN,29-12-2024 10:03:34,,65288,OPEN,Operation,Client Follow up,X-Lite,
29/12/2024,Kshitiz Kamu Magar,OUT,NIBL-Pauwadhunga-Bhojpur-UTP,9825320988,Intranet / VPN,29-12-2024 10:06:59,,65279,CLOSED,L2 Enterprise,Client Follow up,,
29/12/2024,Kshitiz Kamu Magar,OUT,Agricultural-Development-Bank-Chhahare-Nuwakot-FTTX,9851317969,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,"As per client, there power cable was damaged. link is fine now."
29/12/2024,Rebika Shrestha,IN,Malpot-Office-Jogbuda-Dadeldhura-FTTx,96590904,Intranet / VPN,29-12-2024 10:16:39,,65292,CLOSED,CORPORATE,,,
29/12/2024,Yagesh KC,OUT,Mega-Bank-Indrawati-Chautara-SM,9843706917,,,,,Not Opened,,Client Follow up,NGUCC Panel,
29/12/2024,Nikita Shrestha ,OUT,(Prime-Bank-Itabhatta-Dhulabari-Fttx,9852033730,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Kshitiz Kamu Magar,OUT,Prabhu-Bank-Bhimphedi-FTTX,9818347732,Intranet / VPN,29-12-2024 10:30:20,,65248,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Kshitiz Kamu Magar,OUT,Prabhu-Bank-Ltd-Hatuwagadi-FTTx,9840600659,Intranet / VPN,29-12-2024 10:35:55,,65242,already opened,CORPORATE,Client Follow up,NGUCC Panel,call not received
29/12/2024,Ruksana Shrestha ,IN,Home-user,9706486160,General Inquries ,,,,Not Opened,CORPORATE,,,
29/12/2024,Ruksana Shrestha ,IN,Home-user,9745966368,General Inquries ,,,,Not Opened,Trasnfered,,,
29/12/2024,Rebika Shrestha,IN,Home User,9845071932,General Inquries ,,,,Not Opened,,,,
29/12/2024,Nikita Shrestha ,OUT,Prabhu-Bank-Syaprubesi-SM,9860269530,Wireless,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Nikita Shrestha ,OUT,Prabhu-Bank-Syaprubesi-SM,9860269530,Wireless,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Nikita Shrestha ,OUT,Prabhu-Bank-Syaprubesi-SM,9860269530,Wireless,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Ruksana Shrestha ,OUT,Mahuli-Laghubitta-Num-Branch-sankhuwasabha-FTTX,9765738764,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Rebika Shrestha,OUT,CUID-1801-School-&-College-Central-State-Soaltee-mode,9843285689,Intranet / VPN,,,,Not Opened,,,,Call is not receivable
29/12/2024,Bipul Shrestha,IN,Nic-Asia-Bank-Besisahar-Lamjung-ext,9801982667,Intranet / VPN,29-12-2024 10:40:04,,65298,CLOSED,L2 Enterprise,,,
29/12/2024,Kshitiz Kamu Magar,OUT,RBB-Khotang-FTTX,9852079120,Intranet / VPN,,,65280,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Ruksana Shrestha ,OUT,NIC-ASIA-Bank-Tiruhat-Saptari,9801982079,Intranet / VPN,,,65058,already opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Ruksana Shrestha ,OUT,NIC-ASIA-Bank-Tiruhat-Saptari,9801982079,Intranet / VPN,,,65058,already opened,CORPORATE,Client Follow up,X-Lite,
29/12/2024,Nikita Shrestha ,OUT,NIC-Asia-Bank-RamprasadRai-Gaupalika-FTTx,9801981960,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Nikita Shrestha ,OUT,Nic-Asia-Bank-Besisahar-Lamjung-ext,9801982667,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,call after half an hour
29/12/2024,Rebika Shrestha,OUT,Nic Asia HO,9841943683,General Inquries ,,,,Not Opened,,,,
29/12/2024,Ruksana Shrestha ,OUT,Mahuli-Laghubitta-Num-Branch-sankhuwasabha-FTTX,9765738764,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Anmol Shrestha,IN,Relief-Nepal-sindhuli-FTTx,9846618856,No Internet ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Anmol Shrestha,OUT,Relief-Nepal-sindhuli-FTTx,9846618856,No Internet ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Anmol Shrestha,OUT,Relief-Nepal-sindhuli-FTTx,9846618856,No Internet ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Rebika Shrestha,OUT,CUID-3011-Urban-Food-Industries-Thapathali,9851072714,Intranet / VPN,29-12-2024 12:03:56,,65307,opened via VMDS,Operation,Client Follow up,NGUCC Panel,
29/12/2024,Yagesh KC,IN,Jalpa-Laghubitta-Khairenitar-Tanahu-fttx,9856019002,Intranet / VPN,29-12-2024 12:06:13,,65308,CLOSED,L2 Enterprise,,NGUCC Panel,
29/12/2024,Nikita Shrestha ,IN,Nabil-Bank-Dhankuta-Rajarani-FTTX,26411062,Intranet / VPN,,,65296,already opened,Operation,,NGUCC Panel,bibek shrestha
29/12/2024,Nikita Shrestha ,OUT,Nic-Asia-Bank-Besisahar-Lamjung-ext,9801982667,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Ruksana Shrestha ,IN,Jalpa-Laghubitta-Khairenitar-Tanahu-fttx,9856019002,Intranet / VPN,29-12-2024 12:06:13,,65308,already opened,L2 Enterprise,,,
29/12/2024,Rebika Shrestha,OUT,Jalpa-Laghubitta-Khairenitar-Tanahu-fttx,9856019002,Intranet / VPN,29-12-2024 12:06:13,,65308,already opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Kshitiz Kamu Magar,OUT,Prabhu-Bank-Ltd-Hatuwagadi-FTTx,9840600659,Intranet / VPN,,,65242,already opened,CORPORATE,Client Follow up,NGUCC Panel,call not received by client.
29/12/2024,Nikita Shrestha ,OUT,Global-IME-Bank-Kawasoti-IRD-FTTx,9840766145,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Nikita Shrestha ,,,,,,,,,,,,
29/12/2024,Rebika Shrestha,IN,"b21",9851193846,Intranet / VPN,,,,Not Opened,,,,
29/12/2024,Ruksana Shrestha ,IN,Home-user,9841811807,General Inquries ,,,,Not Opened,Trasnfered,,,
29/12/2024,Rebika Shrestha,IN,Oxford Securities,56596489,General Inquries ,,,,Not Opened,,,,
29/12/2024,Anmol Shrestha,IN,Biratnagar Branch,9801170093,General Inquries ,,,,Not Opened,CORPORATE,,,
29/12/2024,Hari Dahal,IN,B51-Oxford-Securities-FTTH-Chitwan,9865258237,General Inquries ,,,,Not Opened,,,,
29/12/2024,Hari Dahal,OUT,Surya-life-ftth-jarankhu,9820106320,Intranet / VPN,,,,OPEN,CORPORATE,Client Follow up,NGUCC Panel,
29/12/2024,Ruksana Shrestha ,IN,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,,,,already opened,Operation,,,
29/12/2024,Hari Dahal,OUT,Surya-life-Insurance-Lubhu-Branch-FTTH,9779849070747,Intranet / VPN,,,,Not Opened,,,,
29/12/2024,Hari Dahal,OUT,Surya-life-Insurance-Lubhu-Branch-FTTH,9779849070747,Intranet / VPN,,,,Not Opened,,,,
29/12/2024,Nikita Shrestha ,IN,Websurfer-Lubhu-branch,9779802301498,Intranet / VPN,,,,Not Opened,CORPORATE,,NGUCC Panel,
29/12/2024,Nikita Shrestha ,IN,S0-451-Nepal-Police-School-Sanga[100M],9841011025,Intranet / VPN,,,,Not Opened,CORPORATE,,NGUCC Panel,
29/12/2024,Hari Dahal,OUT,Kumari-bank-madi-FTTx,9845325167,Intranet / VPN,29-12-2024 16:22:05,,65347,OPEN,CORPORATE,,,
29/12/2024,Hari Dahal,OUT,Kumari-bank-madi-FTTx,9841160220,Intranet / VPN,,,,already opened,CORPORATE,,,
29/12/2024,Hari Dahal,OUT,Surya-life-ftth-jarankhu,9820106320,Intranet / VPN,,,65335,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
30/12/2024,Nirajan Chaudhary,OUT,Yatri-Buddy-Suites&spa-Pvt.Ltd-Thamel[30M],,Intranet / VPN,30-12-2024 09:11:44,,65364,OPEN,L2 Enterprise,,,
30/12/2024,Yagesh KC,IN,Malika-Hospitality-Hetauda-Techmind-fttx,9862118332,Intranet / VPN,30-12-2024 11:01:27,,65371,CLOSED,Operation,,NGUCC Panel,
30/12/2024,Rebika Shrestha,IN,Hme User,9840608517,General Inquries ,,,,Not Opened,Trasnfered,,,
30/12/2024,Ruksana Shrestha ,IN,,9802358918,,,,,Not Opened,CORPORATE,,,
30/12/2024,Ruksana Shrestha ,IN,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,,,,already opened,CORPORATE,,,
30/12/2024,Anmol Shrestha,IN,SO-Radha-Krishna-Jewelers-Pvt-Ltd,15917633,General Inquries ,,,,Not Opened,CORPORATE,,,
30/12/2024,Nitesh Pokhrel,IN,Nic-Asia-Laghubitta-katari-DIA,9802269269,Intranet / VPN,30-12-2024 14:37:16,,65381,CLOSED,L2 Enterprise,,,
30/12/2024,Anmol Shrestha,IN,Lahan Branch,9802347730,General Inquries ,,,,Not Opened,CORPORATE,,,
31/12/2024,Kshitiz Kamu Magar,IN, Global-Ime-Jogbuda-EXT-CounterFTTx,9848804929,Intranet / VPN,,,65275,already opened,Operation,Client Follow up,NGUCC Panel,due to OLT down. device sent from KTM.
31/12/2024,Rebika Shrestha,IN, NIC-ASIA-Bank-Bhumahi-FTTX,9801982446,Intranet / VPN,31-12-2024 07:25:49,,65415,already opened,,,,
31/12/2024,Nikita Shrestha ,OUT,Mega-Bank-Bishnupur-Siraha-FTTH,9819920565,Intranet / VPN,,,65446,already opened,CORPORATE,Client Follow up,NGUCC Panel,
31/12/2024,Nikita Shrestha ,OUT,Sanima-Bank-Rajbiraj,9818092767,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
31/12/2024,Kshitiz Kamu Magar,IN, Global-Ime-Jogbuda-EXT-CounterFTTx,9801982446,Intranet / VPN,31-12-2024 09:53:27,,65275,already opened,Operation,Client Follow up,NGUCC Panel,
31/12/2024,Ruksana Shrestha ,IN,Oriflame Swedish Cosmetics Pvt. Ltd.,9801032934,General Inquries ,,,,Not Opened,Trasnfered,,,
31/12/2024,Rebika Shrestha,OUT,Nepal-Bank-Lungri-Rolpa-FTT,9769146987,Intranet / VPN,31-12-2024 10:00:07,,65418,already opened,CORPORATE,Client Follow up,X-Lite,
31/12/2024,Kshitiz Kamu Magar,IN,Asian Capital Ltd,9847690245,Intranet / VPN,,,,Not Opened,L2 Enterprise,Client Follow up,NGUCC Panel,Need to test link. fwd to l2 in discord.
31/12/2024,Rebika Shrestha,OUT,Global-IME-BOK-Indrasarovar-FTTx,9841600480,Intranet / VPN,31-12-2024 07:47:09,,65428,already opened,CORPORATE,Client Follow up,NGUCC Panel,
31/12/2024,Kshitiz Kamu Magar,OUT,B43-south-asain-bulls-FTTH,9801236134/ 9801231142,Intranet / VPN,,,,Not Opened,,Client Follow up,X-Lite,call not received by client.
31/12/2024,Ruksana Shrestha ,IN,Global-Ime-Jogbuda-EXT-CounterFTTx,9848830161,,,,,,,,,
31/12/2024,Kshitiz Kamu Magar,OUT,B34-Vision-securities-Lalitpur-FTTX,9861844654,Intranet / VPN,,,,Not Opened,,Client Follow up,NGUCC Panel,call not received by client.
31/12/2024,Anmol Shrestha,IN,NIC-ASIA-Bank-Bhumahi-FTTX,9801982446,Intranet / VPN,,,65415,already opened,Operation,Client Follow up,NGUCC Panel,
31/12/2024,Kshitiz Kamu Magar,OUT,B29-Trishul-securities-NGT-FTTX,9845833448,Intranet / VPN,,,,Not Opened,,Client Follow up,NGUCC Panel,"As per client, link is fine no red light in LOS and PON stable. mngt down."
31/12/2024,Rebika Shrestha,OUT,Kumari-Bank-Khurkot-Golanjor-Sindhuli-FTTX,9851226531,Intranet / VPN,31-12-2024 10:24:39,,65452,already opened,CORPORATE,Client Follow up,NGUCC Panel,fiber has been cut off at branch by mice
31/12/2024,Rebika Shrestha,OUT,Alpha-Automotive-PVT-Ltd-Birgunj-FTTx,9802353236,Intranet / VPN,31-12-2024 10:28:41,,65341,already opened,CORPORATE,Client Follow up,X-Lite,
31/12/2024,Nikita Shrestha ,OUT,Prime-Bank-Beni-FTTx,9847649671,Intranet / VPN,,,65436,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
31/12/2024,Nikita Shrestha ,OUT,Prime-Bank-Birauta-FTTx,9856031776,Intranet / VPN,,,65435,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
31/12/2024,Kshitiz Kamu Magar,OUT,B28-Shree_Krishna_Securities-KTM-FTTX,9841434596,Intranet / VPN,,,,Not Opened,,Client Follow up,NGUCC Panel,Client will call back later.
31/12/2024,Yagesh KC,IN,Shreejana-Dev-Center-Bhachhek-SM,9708850072,Wireless,31-12-2024 10:37:04,,65455,CLOSED,L2 Enterprise,,NGUCC Panel,
31/12/2024,Nikita Shrestha ,OUT,Prime-Bank-Banasthali-Yerahity-FTTH,9841247724,Intranet / VPN,31-12-2024 08:19:08,,65437,already opened,CORPORATE,Client Follow up,NGUCC Panel,
31/12/2024,Rebika Shrestha,IN,Guras-Hydro-Pvt-Ltd-Sankhuwasabha-Damside-FTTx,9851357069,Intranet / VPN,31-12-2024 10:47:08,,65457,CLOSED,L2 Enterprise,,,
31/12/2024,Nikita Shrestha ,IN,Malpot-Office-Jogbuda-Dadeldhura-FTTx,96590904,General Inquries ,29-12-2024 10:16:39,,65292,already opened,Operation,Client Follow up,NGUCC Panel,
31/12/2024,Ruksana Shrestha ,IN,NMB-HO-NMB-Bank-Pakadi-SM,14217117,General Inquries ,,,,already opened,Operation,,,
31/12/2024,Ruksana Shrestha ,OUT,NMB-Bank-Pakadi-SM,9857036770,Wireless,29-12-2024 12:15:08,,65309,already opened,Operation,,,
31/12/2024,Kshitiz Kamu Magar,OUT,B28-Shree_Krishna_Securities-KTM-FTTX,9841434596,Intranet / VPN,,,,Not Opened,,Client Follow up,NGUCC Panel,"As per client, link is fine and they have also contacted broker support."
31/12/2024,Anmol Shrestha,IN,Tru-Care-Pharmacy-Pvt-Ltd-Nadipur-Pokhara-FTTx,9851327902,No Internet ,31-12-2024 11:19:55,,65464,OPEN,Operation,Client Follow up,NGUCC Panel,
31/12/2024,Kshitiz Kamu Magar,OUT,B53-Investment-MGMT-Tripureshwor-FTTH-KTM,9861166346,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,"As per client, link is fine and they will call if any issue."
31/12/2024,Nikita Shrestha ,IN,CUID-1811-Venus-Enterprises-and-Water-Proofing-PVT.LTD,9843322326,Intranet / VPN,31-12-2024 11:34:47,,65466,CLOSED,Operation,Client Follow up,NGUCC Panel,
31/12/2024,Anmol Shrestha,OUT,Sanima-Bank-HO,9843061689,General Inquries ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
31/12/2024,Yagesh KC,OUT,Global-IME-Bank-Sukidaha-Rolpa-FTTx,9802261245,Intranet / VPN,,,,Not Opened,,Client Follow up,NGUCC Panel,branch has provided another contact number
31/12/2024,Yagesh KC,OUT,Global-IME-Bank-Sukidaha-Rolpa-FTTx,9866969820,Intranet / VPN,31-12-2024 11:55:41,,65468,OPEN,CORPORATE,Client Follow up,NGUCC Panel,call not reachable.
31/12/2024,Yagesh KC,OUT,Global-IME-Duikholi-Rolpa-FTTx,9841799777,Intranet / VPN,31-12-2024 07:48:43,,65430,OPEN,L2 Enterprise,Client Follow up,NGUCC Panel,
31/12/2024,Anmol Shrestha,IN,Nic-Asia-Bank-ATM-Kapan-Milanchowk-FTTX,9802045943,General Inquries ,,,,,,,,
31/12/2024,Rebika Shrestha,IN,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,27-12-2024 12:31:31,,,already opened,,,,
31/12/2024,Yagesh KC,OUT,Reanda-Biz-Serve-Private-Limited-Fttx,9801150985,Intranet / VPN,31-12-2024 12:23:28,,65471,OPEN,L2 Enterprise,Client Follow up,NGUCC Panel,
31/12/2024,Yagesh KC,OUT,Global-IME-Bank-Sukidaha-Rolpa-FTTx,9802261245,General Inquries ,,,,already opened,,Client Follow up,X-Lite,
31/12/2024,Ruksana Shrestha ,OUT,RBB-Ramnagar-Butwal-FTTH-vlan562,9807558892,Intranet / VPN,31-12-2024 07:45:13,,65425,already opened,Operation,Client Follow up,NGUCC Panel,
31/12/2024,Nikita Shrestha ,OUT,CUID-1811-Venus-Enterprises-and-Water-Proofing-PVT.LTD,9843322326,Intranet / VPN,,,,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
31/12/2024,Yagesh KC,IN,nic asia laghubitta head-office.,9779802269902,,,,,,,,NGUCC Panel,
31/12/2024,Rebika Shrestha,IN,Malpot-Office-Jogbuda-Dadeldhura-FTTx,96590904,Intranet / VPN,29-12-2024 10:16:39,,65292,already opened,,,,
31/12/2024,Rebika Shrestha,OUT,Malpot-Office-Jogbuda-Dadeldhura-FTTx,96590904,Intranet / VPN,29-12-2024 10:16:39,,65292,already opened,CORPORATE,Client Follow up,X-Lite,
31/12/2024,Hari Dahal,OUT,NIC-ASIA-Manamaiju,9802045957,General Inquries ,,,,opened via VMDS,CORPORATE,Client Follow up,NGUCC Panel,
